"NumLic","CodUG","Instituicao","ModComp","Processo","Objeto","Situacao","CodOrgao","NomeOrgao","Municipio","DataCompra","DataLicitacao","Valor","Mes","Ano"
6862013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","18641/2013","OBJETO: PREGAO ELETRONICO -  EMISSAO DE BILHETE DE PASSAGEM AEREA NACIONAL E INTERNACIONAL","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-01-08,2013-12-12,630327.54,"janeiro",2014
6942013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","18991/2013","OBJETO: PREGAO ELETRONICO -  CADEIRAS PLASTICAS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-01-08,2013-11-18,5400,"janeiro",2014
6962013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","19186/2013","OBJETO: PREGAO ELETRONICO -  MATERIAL ESPORTIVO: BOLAS, REDE ESPORTE, E OUTROS: TOALHA DE PAPEL, CORDA DE NAILON, COPO DESCARTAVEL.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-01-20,2013-11-20,6884.89,"janeiro",2014
7032013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","019120/2013","OBJETO: PREGAO ELETRONICO -  FORRO DE PVC E ACABAMENTO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-01-20,2014-01-13,12445,"janeiro",2014
7262013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","020914/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE FRUTAS, VERDURAS, LEGUMES, OVOS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-01-06,2013-12-18,1166012.11,"janeiro",2014
7332013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","021278/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE PAO FRANCES.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-01-03,2013-12-19,152973,"janeiro",2014
7492013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","22224/2013","OBJETO: PREGAO ELETRONICO -  GENEROS ALIMENTICIOS: DOCE LEITE, PAO, ACUCAR MASCAVO, BISCOITO E OUTROS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-01-28,2014-01-22,15528.16,"janeiro",2014
32014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","INEXIGIBILIDADE DE LICITACAO","000529/2014","OBJETO: PRESTACAO DE SERVICOS NAO CONTINUADOS DE FORNECIMENTO DE REVISTAS (NEGOCIOS PUBLICOS E O PREGOEIRO).","ENCERRADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-06,NA,1190,"fevereiro",2014
42014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","21074/2013","OBJETO: PREGAO ELETRONICO -  GAS LIQUEFEITO DE PETROLEO - TIPO GLP.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-26,2014-01-28,48188.9,"fevereiro",2014
42014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","INEXIGIBILIDADE DE LICITACAO","001619/2014","OBJETO: FORNECIMENTO DE ENERGIA ELETRICA. CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICO DE CONTINUADO DE FORNECIMENTO DE ENERGIA ELETRICA, PARA UTILIZACAO NAS INSTALACOES PERTENCENTES A UFV, LOCALIZADA AS MARGENS DA ROD. LMG818 KM06, BAIRRO CAMPUS UNIVERSITARIO, FLORESTAL-MG. CONFORME PROJETO BASICO E ANEXOS.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-07,NA,552318.84,"fevereiro",2014
52014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","INEXIGIBILIDADE DE LICITACAO","000430/2014","OBJETO: ACESSO A SISTEMAS ON LINE - SISTEMA INFORMATIZADO DE COTACAO DE PRECOS.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-24,NA,7990,"fevereiro",2014
72014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","022046/2013","OBJETO: PREGAO ELETRONICO -  CARRINHO DE MAO, MANGOTE DE IMERSAO, TALHADEIRA, VARA DE MANOBRA E OUTROS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-26,2014-02-06,4632.7,"fevereiro",2014
92013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","CONCORRENCIA","018979/2013","OBJETO: CONTRATACAO DE EMPRESA PARA EXECUCAO DE OBRAS E SERVICOS COM FORNECIMENTO TOTAL DE MATERIAIS, SOB O REGIME DE EMPREITADA POR PRECO UNITARIO, NECESSARIOS A  EXECUCAO DA OBRA DESTINADA A CONSTRUCAO DO EDIFICIO DE LABORATORIOS DE ENSINO, ETAPA III, , LOCALIZADO NO CAMPUS DA UNIVERSIDADE FEDERAL DE VICOSA, EM RIO PARANAIBA/MG, MINAS GERAIS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-04,NA,8785204.81,"fevereiro",2014
102013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","CONCORRENCIA","018981/2013","OBJETO: CONTRATACAO DE EMPRESA PARA EXECUCAO DE OBRAS E SERVICOS COM FORNECIMENTO TOTAL DE MATERIAIS, SOB O REGIME DE EMPREITADA POR PRECO UNITARIO, NECESSARIOS A  EXECUCAO DA OBRA DESTINADA A CONSTRUCAO DO EDIFICIO DE LABORATORIOS DE ENSINO II, ETAPA III, , LOCALIZADO NO CAMPUS DA UNIVERSIDADE FEDERAL DE VICOSA, EM FLORESTAL/MG, MINAS GERAIS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-10,NA,8378904.92,"fevereiro",2014
112013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","CONCORRENCIA","018980/2013","OBJETO: CONTRATACAO DE EMPRESA PARA EXECUCAO DE OBRAS E SERVICOS COM FORNECIMENTO TOTAL DE MATERIAIS, SOB O REGIME DE EMPREITADA POR PRECO UNITARIO, NECESSARIOS A  EXECUCAO DA OBRA DESTINADA A CONSTRUCAO DO RESTAURANTE UNIVERSITARIO II, ETAPA II, , LOCALIZADO NO CAMPUS DA UNIVERSIDADE FEDERAL DE VICOSA, EM FLORESTAL/MG, MINAS GERAIS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-10,NA,3978731.95,"fevereiro",2014
122013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","CONCORRENCIA","018982/2013","OBJETO: CONTRATACAO DE EMPRESA PARA EXECUCAO DE OBRAS E SERVICOS COM FORNECIMENTO TOTAL DE MATERIAIS, SOB O REGIME DE EMPREITADA POR PRECO UNITARIO, NECESSARIOS A  EXECUCAO DA OBRA DESTINADA A CONSTRUCAO DO RESTAURANTE UNIVERSITARIO II, ETAPA III, , LOCALIZADO NO CAMPUS DA UNIVERSIDADE FEDERAL DE VICOSA, EM VICOSA, MINAS GERAIS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-10,NA,3994905.97,"fevereiro",2014
142014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.000440/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE OLEO DIESEL","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-20,2014-02-17,75600,"fevereiro",2014
152014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","20301/2013","OBJETO: PREGAO ELETRONICO -  MATERIAL GRAFICO E DE EXPEDIENTE: CARTAO SUPREMO, PAPEL OFFSET, CARTUCHOS DE TONER, CHAPA IMPRESSAO ALUMINIO E OUTROS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-14,2014-02-05,86300.79,"fevereiro",2014
172014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","000596/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GAS LIQUEFEITO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-27,2014-02-21,48000,"fevereiro",2014
182014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","000627/2014","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE SERVICO ESPECIALIZADO NAO CONTINUADO DE SEGURO PARA ESTUDANTES.","EVENTO DE RETIFICACAO DIVULGAD",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-20,2014-02-20,0,"fevereiro",2014
202014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","000578/2014","OBJETO: PREGAO ELETRONICO -  SULFATO DE ALUMINIO DILUIDO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-20,2014-02-11,14049,"fevereiro",2014
222014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","21726/2013","OBJETO: PREGAO ELETRONICO -  GENEROS ALIMENTICIOS- FRUTAS, LEGUMES, VERDURAS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-20,2014-02-12,13745.39,"fevereiro",2014
232014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","000649/2014","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE SERVICO DE TRANSPORTE PARA BOLSISTAS E ESTAGIARIOS DO CTV.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-27,2014-02-24,38899.99,"fevereiro",2014
252014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114000759/2014","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE SERVICOS DE DECORACAO, CERIMONIAL, SOM E ILUMINACAO PARA A FORMATURA 21/03/2014.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-24,2014-02-18,43763.23,"fevereiro",2014
302014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001316/2014","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESAS, PESSOA JURIDICA ESPECIALIZADAS, PARA SERVICOS DE LAVANDERIA, LIMPEZA, BUFFET, DECORACAO, CERIMONIAL, ETC","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-25,2014-02-18,70887.11,"fevereiro",2014
322014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","021806/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE PAPEL CELULOSE VEGETAL TIPO A4","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-20,2014-02-14,6721,"fevereiro",2014
6972013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.020011/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE MICROSCOPIOS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-19,2013-11-28,36654.4,"fevereiro",2014
6992013,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","020122/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE COLA, PREGO, DOBRADICA E OUTROS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-10,2013-12-27,47617.93,"fevereiro",2014
7012013,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","020125/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE MATERIAIS PARA APICULTURA, MACACAO PARA APICULTOR, MELGUEIRA, ALIMENTADOR DE ABELHAS E OUTROS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-10,2014-01-02,20710.3,"fevereiro",2014
7022013,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","020124/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE MATERIAIS ESCRITORIO, PAPEL A4, CANETAS, GRAMPO, GRAMPEADOR.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-06,2013-12-27,21536.73,"fevereiro",2014
7162013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","20383/2013","OBJETO: PREGAO ELETRONICO -  COMBUSTIVEL - ALCOOL ETILICO HIDRATADO, OLEO DIESEL, GASOLINA COMUM","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-21,2013-12-12,1232700,"fevereiro",2014
7172013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","20302/2013","OBJETO: PREGAO ELETRONICO -  DIVERSOS MATERIAIS DE CONSUMO: ROLAMENTO, PLUGUE, COMPENSADOS, GLIFOSATO, CAVADEIRAS E OUTROS.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-03,2014-01-28,18101.51,"fevereiro",2014
7202013,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","020360/2013","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESA PARA TRANSPORTE DE MILHO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-06,2013-12-27,22898.75,"fevereiro",2014
7272013,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","020361/2013","OBJETO: PREGAO ELETRONICO -  MANUTENCAO DE CALDEIRAS E ESTUFAS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-06,2013-12-30,14694,"fevereiro",2014
7292013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","020988/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GENEROS ALIMENTICIOS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-02-04,2014-01-15,756.2,"fevereiro",2014
7402014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","021799/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE LEGUMES, VERDURAS, E FRUTAS IN NATURA.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-07,2014-01-17,76199.66,"fevereiro",2014
7412013,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","021804/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE FARELO DE SOJA E MILHO TIPO GRAO PARA RACAO ANIMAL.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-06,2014-01-07,69880,"fevereiro",2014
7562014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","022934/2013","OBJETO: PREGAO ELETRONICO -  FORNECIMENTO REFEICOES / LANCHES / SALGADOS / DOCES - UFV/CAMPUS FLORESTAL, ATENDENDO DEMANDA DE ATE 5.000 PESSOAS, EM EVENTOS E TREINAMENTOS PROMOVIDOS PELO CAMPUS","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-02-20,2014-02-17,103999.91,"fevereiro",2014
12014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","023091/2013","OBJETO: PREGAO ELETRONICO -  PAPEL HIGIENICO ROLO DE 800 METROS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-14,2014-03-12,6650,"março",2014
52014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","000075/2014","OBJETO: PREGAO ELETRONICO -  VENTILADORES","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-20,2014-02-21,23856,"março",2014
52014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","002838/2014","OBJETO: TREINAMENTO E CAPACITACAO PROFISSIONAL DE SERVIDORES DO CAMPUS RIO PARANAIBA.","ENCERRADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-17,NA,1287,"março",2014
132014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","000138/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE AREIA, BRITA E CIMENTO.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-03-13,2014-02-21,17700,"março",2014
312014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","022423/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE FILMES EDUCACIONAIS TIPO DE MIDIA DVD.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-03-18,2014-03-12,19013.08,"março",2014
342014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001597/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE SACO DE ALGODAO PARA LIMPEZA DE CHAO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-06,2014-02-25,17480,"março",2014
352014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001601/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE VACINA HUMANA ANTIGRIPAL.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-10,2014-02-25,9060,"março",2014
362014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001600/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE RACAO PARA COELHO","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-17,2014-03-12,22492.8,"março",2014
372014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001599/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GAS COMPRIMIDO CLORO","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-13,2014-03-10,20025,"março",2014
382014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001602/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GAS REFRIGERACAO (LOTE UNICO).","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-06,2014-02-26,3478,"março",2014
402014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","001650/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE ARQUIVO PARA ESCRITORIO, QUADRO BRANCO, E CALCULADORA.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-03-17,2014-03-07,9262.98,"março",2014
432014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","001648/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE TANQUE PIPA E TRATOR JARDIM","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-03-17,2014-02-28,30479,"março",2014
442014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","001651/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE REFRIGERADOR, SOM MICRO SYSTEM, AR CONDICIONADO E FORNO MICROONDAS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-03-17,2014-03-06,24265.95,"março",2014
452014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","001649/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE VENTILADOR TIPO PAREDE E BEBEDOURO AGUA TIPO INDUSTRIAL","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-03-21,2014-03-07,14119.84,"março",2014
532014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001420/2014","OBJETO: PREGAO ELETRONICO -  DESINSETIZACAO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-05,2014-02-27,639.99,"março",2014
542014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001611/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE CARTUCHOS E OUTROS MATERIAIS DE EXPEDIENTE.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-28,2014-03-13,4057.85,"março",2014
562014,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","002458/2014","OBJETO: PREGAO ELETRONICO -  CABOS ELETRICOS E TERMINAIS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2014-03-06,2014-02-27,131298.25,"março",2014
622014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","002689/2014","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE MILHO E SOJA","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-03-17,2014-03-14,347600,"março",2014
652014,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","002662/2014","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE SERVICO DE INSTALACAO/FORNECIMENTO DE CERCA/ALAMBRADO/TELA","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2014-03-17,2014-03-12,9280,"março",2014
